,SUID,univid,response
6684,934.0,5c9e3abf34cda4f3677e1ab1,Internationality
6685,934.0,5c9e4b8a34cda4f3677e3629,Internationality
6686,934.0,5c9e5c9634cda4f3677e44fb,Soft skills and digital literacy
6687,934.0,5c9e501934cda4f3677e3d99,Internationality
6688,936.0,5c9e636634cda4f3677e5025,Soft skills and digital literacy
6689,936.0,5c9e60cb34cda4f3677e4be3,Internationality
6690,936.0,5c9e34ae34cda4f3677e10c7,Internationality
6691,936.0,5c9e8ca934cda4f3677e74cd,Academic excellence
6692,936.0,5c9e639034cda4f3677e5069,Specialization
6693,936.0,5c9e3aec34cda4f3677e1af9,Specialization
6694,936.0,5c9e4b8a34cda4f3677e3629,Practical relevance / professionalization
6695,936.0,5c9e61ba34cda4f3677e4d6d,Soft skills and digital literacy
6696,936.0,5c9e37db34cda4f3677e15f5,Internationality
6697,936.0,5e8c8c5623d6684db014ea41,Internationality
6698,937.0,5c9e355834cda4f3677e11d9,Soft skills and digital literacy
6699,937.0,5c9e34ae34cda4f3677e10c7,Soft skills and digital literacy
6700,937.0,5c9e7e5434cda4f3677e6ca3,Soft skills and digital literacy
6701,937.0,5c9e67e134cda4f3677e56f1,Academic excellence
6702,937.0,5c9e7a9134cda4f3677e666d,Academic excellence
6703,937.0,5c9e79b334cda4f3677e6503,Academic excellence
6704,937.0,5c9e3a5934cda4f3677e1a09,Academic excellence
6705,937.0,5c9e5c9634cda4f3677e44fb,Academic excellence
6706,937.0,5c9e637534cda4f3677e503d,Practical relevance / professionalization
6707,937.0,5c9e8f7734cda4f3677e795b,Academic excellence
6708,938.0,5c9e4dfb34cda4f3677e3a15,Soft skills and digital literacy
6709,938.0,5c9e7d4d34cda4f3677e6af9,Soft skills and digital literacy
6710,939.0,5c9e39fd34cda4f3677e1971,Soft skills and digital literacy
6711,939.0,5c9e39f434cda4f3677e1963,Soft skills and digital literacy
6712,939.0,5e84a9f41ead1a77be3bd385,Internationality
6713,939.0,5e84a9f41ead1a77be3bd385,Internationality
6714,939.0,5c9e37ba34cda4f3677e15bf,Specialization
6715,939.0,5c9e5c9634cda4f3677e44fb,Specialization
6716,939.0,5c9e5bfe34cda4f3677e4403,Practical relevance / professionalization
6717,939.0,5c9e50f934cda4f3677e3f03,Specialization
6718,939.0,5c9e4dae34cda4f3677e3997,Soft skills and digital literacy
6719,939.0,5c9e500734cda4f3677e3d7d,Soft skills and digital literacy
6720,939.0,5c9e61cf34cda4f3677e4d8f,Soft skills and digital literacy
6721,939.0,5c9e7d4534cda4f3677e6aeb,Internationality
6722,940.0,5e8c8b0f23d6684db014ea37,Soft skills and digital literacy
6723,940.0,5c9e398d34cda4f3677e18c1,Soft skills and digital literacy
6724,940.0,5c9e4c3134cda4f3677e373b,Soft skills and digital literacy
6725,940.0,5c9e418d34cda4f3677e25c3,Soft skills and digital literacy
6726,940.0,5c9e3ffb34cda4f3677e233b,Soft skills and digital literacy
6727,940.0,5c9e3ceb34cda4f3677e1e3d,Soft skills and digital literacy
6728,940.0,5c9e3d8a34cda4f3677e1f43,Internationality
6729,940.0,5c9e50f934cda4f3677e3f03,Soft skills and digital literacy
6730,940.0,5c9e4d8b34cda4f3677e395b,Soft skills and digital literacy
6731,940.0,5c9e637034cda4f3677e5035,Soft skills and digital literacy
6732,941.0,5c9e4dfb34cda4f3677e3a15,Soft skills and digital literacy
6733,941.0,5c9e5d6334cda4f3677e464d,Internationality
6734,941.0,5c9e60cb34cda4f3677e4be3,Specialization
6735,941.0,5e8c6ef9dc39552aa1e7bdfc,Specialization
6736,941.0,5c9e3fc034cda4f3677e22e3,Soft skills and digital literacy
6737,941.0,5c9e718634cda4f3677e6369,Specialization
6738,941.0,5c9e3cba34cda4f3677e1ded,Practical relevance / professionalization
6739,941.0,5c9e4e1334cda4f3677e3a3f,Academic excellence
6740,941.0,5c9e641a34cda4f3677e5149,Internationality
6741,941.0,5e8c89b723d6684db014ea35,Soft skills and digital literacy
6742,942.0,5c9e5b5e34cda4f3677e42fb,Internationality
6743,942.0,5c9e41e234cda4f3677e264d,Specialization
6744,942.0,5c9e4c2834cda4f3677e372d,Practical relevance / professionalization
6745,942.0,5e84b4001ead1a77be3bd395,Practical relevance / professionalization
6746,942.0,5c9e420034cda4f3677e267f,Practical relevance / professionalization
6747,942.0,5c9e420034cda4f3677e267f,Practical relevance / professionalization
6748,942.0,5c9e7ea034cda4f3677e6d1b,Internationality
6749,942.0,5c9e7ead34cda4f3677e6d31,Soft skills and digital literacy
6750,942.0,5c9e7ea034cda4f3677e6d1b,Soft skills and digital literacy
6751,942.0,5c9e7ea634cda4f3677e6d25,Academic excellence
6752,942.0,5c9e3ffb34cda4f3677e233b,Internationality
6753,942.0,5c9e4f5034cda4f3677e3c4f,Specialization
6754,942.0,5c9e5a3234cda4f3677e4111,Internationality
6755,942.0,5c9e515e34cda4f3677e3fa7,Specialization
6756,942.0,5c9e410534cda4f3677e24e9,Specialization
6757,943.0,5c9e3c9c34cda4f3677e1dbd,Soft skills and digital literacy
6758,943.0,5e8c8b0f23d6684db014ea37,Soft skills and digital literacy
6759,943.0,5c9e35b234cda4f3677e126b,Specialization
6760,943.0,5c9e355634cda4f3677e11d7,Practical relevance / professionalization
6761,943.0,5c9e34f634cda4f3677e113b,Specialization
6762,943.0,5c9e34ae34cda4f3677e10c7,Internationality
6763,943.0,5c9e345f34cda4f3677e1047,Practical relevance / professionalization
6764,943.0,5e84b7f41ead1a77be3bd3a0,Specialization
6765,943.0,5c9e498834cda4f3677e32d7,Practical relevance / professionalization
6766,943.0,5c9e5bc734cda4f3677e43a7,Academic excellence
6767,943.0,5c9e895334cda4f3677e7141,Internationality
6768,944.0,5c9e41e234cda4f3677e264d,Soft skills and digital literacy
6769,944.0,5c9e645734cda4f3677e51ab,Internationality
6770,944.0,5c9e4dfa34cda4f3677e3a13,Specialization
6771,944.0,5c9e3c9c34cda4f3677e1dbd,Soft skills and digital literacy
6772,944.0,5c9e355834cda4f3677e11d9,Specialization
6773,944.0,5c9e345f34cda4f3677e1047,Academic excellence
6774,944.0,5c9e7dd034cda4f3677e6bcd,Internationality
6775,944.0,5c9e7dd034cda4f3677e6bcb,Specialization
6776,944.0,5c9e67e134cda4f3677e56f1,Specialization
6777,944.0,5c9e7a9134cda4f3677e666d,Internationality
6778,946.0,5c9e4e9534cda4f3677e3b17,Soft skills and digital literacy
6779,946.0,5c9e88f634cda4f3677e70a3,Internationality
6780,946.0,5e8c8b0f23d6684db014ea37,Specialization
6781,946.0,5c9e35b234cda4f3677e126b,Academic excellence
6782,946.0,5c9e34ae34cda4f3677e10c7,Soft skills and digital literacy
6783,946.0,5c9e498834cda4f3677e32d7,Internationality
6784,946.0,5c9e498134cda4f3677e32c9,Practical relevance / professionalization
6785,946.0,5c9e67c234cda4f3677e56bf,Practical relevance / professionalization
6786,946.0,5c9e420034cda4f3677e267f,Academic excellence
6787,946.0,5c9e420034cda4f3677e267f,Academic excellence
6788,946.0,5c9e7ea034cda4f3677e6d1b,Soft skills and digital literacy
6789,946.0,5c9e3e0234cda4f3677e2009,Internationality
6790,948.0,5c9e4c3134cda4f3677e373b,Specialization
6791,948.0,5c9e4b4134cda4f3677e35a9,Internationality
6792,948.0,5c9e498134cda4f3677e32c9,Specialization
6793,948.0,5c9e67c234cda4f3677e56bf,Specialization
6794,948.0,5c9e47c134cda4f3677e2fe7,Practical relevance / professionalization
6795,948.0,5c9e420034cda4f3677e267f,Practical relevance / professionalization
6796,948.0,5c9e420034cda4f3677e267f,Practical relevance / professionalization
6797,948.0,5c9e7ea034cda4f3677e6d1b,Internationality
6798,948.0,5c9e7ea034cda4f3677e6d1b,Specialization
6799,948.0,5c9e4b9334cda4f3677e3635,Specialization
6800,948.0,5c9e40b034cda4f3677e245d,Soft skills and digital literacy
6801,948.0,5c9e679734cda4f3677e5679,Academic excellence
6802,949.0,5c9e7d6634cda4f3677e6b23,Internationality
6803,949.0,5c9e7d5334cda4f3677e6b03,Internationality
6804,949.0,5e8c6df1dc39552aa1e7bdf3,Specialization
6805,949.0,5c9e645734cda4f3677e51ab,Practical relevance / professionalization
6806,949.0,5c9e6be834cda4f3677e5d83,Academic excellence
6807,949.0,5c9e640d34cda4f3677e5131,Practical relevance / professionalization
6808,949.0,5c9e63ae34cda4f3677e5099,Soft skills and digital literacy
6809,949.0,5c9e5a3234cda4f3677e4111,Specialization
6810,949.0,5c9e519334cda4f3677e3ffd,Internationality
6811,949.0,5c9e3abf34cda4f3677e1ab1,Practical relevance / professionalization
6812,950.0,5c9e418d34cda4f3677e25c3,Internationality
6813,950.0,5c9e3ceb34cda4f3677e1e3d,Internationality
6814,950.0,5c9e3ad634cda4f3677e1ad7,Internationality
6815,950.0,5c9e39fd34cda4f3677e1971,Internationality
6816,950.0,5c9e37ba34cda4f3677e15bf,Internationality
6817,950.0,5c9e34a834cda4f3677e10bd,Internationality
6818,950.0,5c9e4b8a34cda4f3677e3629,Internationality
6819,950.0,5c9e42ad34cda4f3677e279b,Internationality
6820,950.0,5c9e50f934cda4f3677e3f03,Internationality
6821,950.0,5c9e61ba34cda4f3677e4d6d,Internationality
6822,950.0,5c9e4d8b34cda4f3677e395b,Internationality
6823,951.0,5c9e636634cda4f3677e5025,Practical relevance / professionalization
6824,951.0,5c9e7d6034cda4f3677e6b19,Practical relevance / professionalization
6825,951.0,5c9e63c734cda4f3677e50c3,Practical relevance / professionalization
6826,952.0,5c9e645734cda4f3677e51ab,Soft skills and digital literacy
6827,952.0,5c9e6be834cda4f3677e5d83,Soft skills and digital literacy
6828,952.0,5c9e49f334cda4f3677e3385,Soft skills and digital literacy
6829,952.0,5e8c6ef9dc39552aa1e7bdfc,Internationality
6830,952.0,5c9e3fbf34cda4f3677e22e1,Internationality
6831,952.0,5c9e496834cda4f3677e32a1,Soft skills and digital literacy
6832,952.0,5e84b4001ead1a77be3bd395,Soft skills and digital literacy
6833,952.0,5e8c8b7523d6684db014ea3b,Soft skills and digital literacy
6834,952.0,5c9e677e34cda4f3677e564f,Soft skills and digital literacy
6835,952.0,5c9e518a34cda4f3677e3fed,Specialization
6836,952.0,5c9e8d5d34cda4f3677e75f1,Specialization
6837,952.0,5c9e3e0234cda4f3677e2009,Internationality
6838,952.0,5c9e639934cda4f3677e5077,Internationality
6839,952.0,5c9e37ba34cda4f3677e15bf,Internationality
6840,952.0,5e8c8c5623d6684db014ea41,Internationality
6841,953.0,5c9e718634cda4f3677e6369,Specialization
6842,953.0,5e8c89b723d6684db014ea35,Practical relevance / professionalization
6843,953.0,5c9e7e9e34cda4f3677e6d17,Practical relevance / professionalization
6844,953.0,5c9e61c534cda4f3677e4d7f,Internationality
6845,953.0,5c9e616934cda4f3677e4ceb,Academic excellence
6846,953.0,5c9e4d6a34cda4f3677e3927,Practical relevance / professionalization
6847,953.0,5c9e5b2734cda4f3677e42a1,Academic excellence
6848,953.0,5c9e410934cda4f3677e24f1,Internationality
6849,953.0,5c9e34f634cda4f3677e113b,Specialization
6850,953.0,5c9e476434cda4f3677e2f55,Specialization
6851,953.0,5c9e882634cda4f3677e6f51,Academic excellence
6852,953.0,5c9e4b4734cda4f3677e35b5,Specialization
6853,953.0,5c9e519334cda4f3677e3ffd,Academic excellence
6854,953.0,5c9e43b534cda4f3677e2951,Practical relevance / professionalization
6855,953.0,5c9e3fa734cda4f3677e22b9,Academic excellence
6856,956.0,5c9e70bd34cda4f3677e621f,Specialization
6857,956.0,5c9e60cb34cda4f3677e4be3,Specialization
6858,956.0,5c9e60b534cda4f3677e4bbf,Internationality
6859,956.0,5c9e67b134cda4f3677e56a3,Internationality
6860,956.0,5c9e7d3134cda4f3677e6ac9,Internationality
6861,956.0,5c9e5a3234cda4f3677e4111,Internationality
6862,956.0,5c9e515e34cda4f3677e3fa7,Specialization
6863,956.0,5c9e67db34cda4f3677e56e9,Soft skills and digital literacy
6864,956.0,5c9e4b4734cda4f3677e35b5,Soft skills and digital literacy
6865,956.0,5c9e65e134cda4f3677e539d,Soft skills and digital literacy
6866,956.0,5c9e638234cda4f3677e5051,Internationality
6867,956.0,5c9e361134cda4f3677e1309,Soft skills and digital literacy
6868,956.0,5c9e61c234cda4f3677e4d7b,Specialization
6869,956.0,5c9e3a5934cda4f3677e1a09,Specialization
6870,956.0,5c9e50f934cda4f3677e3f03,Internationality
6871,956.0,5c9e884834cda4f3677e6f8b,Internationality
6872,958.0,5c9e4dfb34cda4f3677e3a15,Internationality
6873,958.0,5c9e5b5e34cda4f3677e42fb,Specialization
6874,958.0,5c9e677634cda4f3677e5643,Practical relevance / professionalization
6875,958.0,5c9e645734cda4f3677e51ab,Specialization
6876,958.0,5c9e6c1634cda4f3677e5dcf,Practical relevance / professionalization
6877,958.0,5c9e5c6f34cda4f3677e44bd,Academic excellence
6878,958.0,5c9e5a4734cda4f3677e4135,Practical relevance / professionalization
6879,958.0,5c9e4b4134cda4f3677e35a9,Practical relevance / professionalization
6880,958.0,5c9e7dd034cda4f3677e6bcb,Specialization
6881,958.0,5c9e718634cda4f3677e6369,Specialization
6882,959.0,5c9e4dfb34cda4f3677e3a15,Internationality
6883,961.0,5c9e4dfb34cda4f3677e3a15,Practical relevance / professionalization
6884,961.0,5c9e7a6834cda4f3677e662b,Specialization
6885,961.0,5c9e7d4d34cda4f3677e6af9,Soft skills and digital literacy
6886,961.0,5c9e677634cda4f3677e5643,Practical relevance / professionalization
6887,961.0,5c9e3e0234cda4f3677e2009,Internationality
6888,961.0,5c9e3fa734cda4f3677e22b9,Practical relevance / professionalization
6889,961.0,5c9e5dbd34cda4f3677e46e7,Soft skills and digital literacy
6890,961.0,5c9e639034cda4f3677e5069,Academic excellence
6891,961.0,5c9e636734cda4f3677e5027,Practical relevance / professionalization
6892,961.0,5c9e3ceb34cda4f3677e1e3d,Practical relevance / professionalization
6893,962.0,5c9e5b5e34cda4f3677e42fb,Specialization
6894,962.0,5c9e355634cda4f3677e11d7,Practical relevance / professionalization
6895,962.0,5c9e418d34cda4f3677e25c3,Specialization
6896,962.0,5c9e4f5034cda4f3677e3c4f,Internationality
6897,962.0,5c9e7cb934cda4f3677e69ff,Internationality
6898,962.0,5c9e3aee34cda4f3677e1afd,Practical relevance / professionalization
6899,962.0,5c9e4c6234cda4f3677e378d,Practical relevance / professionalization
6900,962.0,5c9e5bfe34cda4f3677e4403,Academic excellence
6901,962.0,5c9e7da234cda4f3677e6b81,Internationality
6902,962.0,5c9e4dae34cda4f3677e3997,Practical relevance / professionalization
6903,963.0,5c9e5c6f34cda4f3677e44bd,Practical relevance / professionalization
6904,963.0,5c9e63c734cda4f3677e50c3,Specialization
6905,963.0,5c9e7d8334cda4f3677e6b4f,Internationality
6906,963.0,5c9e60cb34cda4f3677e4be3,Internationality
6907,963.0,5c9e60b534cda4f3677e4bbf,Specialization
6908,963.0,5c9e67b134cda4f3677e56a3,Specialization
6909,963.0,5c9e34f634cda4f3677e113b,Soft skills and digital literacy
6910,963.0,5c9e345f34cda4f3677e1047,Internationality
6911,963.0,5e84b7f41ead1a77be3bd3a0,Specialization
6912,963.0,5c9e498834cda4f3677e32d7,Specialization
6913,963.0,5e84b6351ead1a77be3bd39a,Internationality
6914,964.0,5c9e60cb34cda4f3677e4be3,Soft skills and digital literacy
6915,964.0,5c9e7dd034cda4f3677e6bcb,Internationality
6916,964.0,5c9e470b34cda4f3677e2ec5,Specialization
6917,964.0,5c9e7d3134cda4f3677e6ac9,Practical relevance / professionalization
6918,964.0,5c9e7e9e34cda4f3677e6d17,Soft skills and digital literacy
6919,964.0,5c9e349434cda4f3677e109f,Soft skills and digital literacy
6920,964.0,5c9e67db34cda4f3677e56e9,Specialization
6921,964.0,5c9e410534cda4f3677e24e9,Specialization
6922,964.0,5c9e636734cda4f3677e5027,Internationality
6923,964.0,5c9e61c234cda4f3677e4d7b,Soft skills and digital literacy
6924,966.0,5c9e5c6c34cda4f3677e44b7,Internationality
6925,966.0,5c9e498a34cda4f3677e32d9,Specialization
6926,966.0,5c9e498a34cda4f3677e32d9,Specialization
6927,966.0,5c9e60b534cda4f3677e4bbf,Practical relevance / professionalization
6928,966.0,5c9e67b134cda4f3677e56a3,Practical relevance / professionalization
6929,966.0,5c9e4c3134cda4f3677e373b,Internationality
6930,966.0,5c9e7ea034cda4f3677e6d1b,Internationality
6931,966.0,5c9e7ea634cda4f3677e6d25,Internationality
6932,966.0,5c9e3abf34cda4f3677e1ab1,Internationality
6933,966.0,5c9e371334cda4f3677e14a9,Specialization
6934,966.0,5c9e4d8b34cda4f3677e395b,Specialization
6935,966.0,5c9e637534cda4f3677e503d,Specialization
6936,970.0,5c9e398d34cda4f3677e18c1,Internationality
6937,970.0,5c9e4c3134cda4f3677e373b,Soft skills and digital literacy
6938,970.0,5c9e7dd034cda4f3677e6bcd,Specialization
6939,970.0,5c9e7c4034cda4f3677e6937,Internationality
6940,970.0,5c9e3ffb34cda4f3677e233b,Internationality
6941,970.0,5c9e7e9c34cda4f3677e6d15,Specialization
6942,970.0,5c9e67db34cda4f3677e56e9,Internationality
6943,970.0,5e85b1eee7d33897f89a8d22,Practical relevance / professionalization
6944,970.0,5c9e4e2c34cda4f3677e3a6d,Internationality
6945,970.0,5c9e396934cda4f3677e1885,Practical relevance / professionalization
6946,970.0,5c9e67de34cda4f3677e56ed,Specialization
6947,970.0,5c9e3aec34cda4f3677e1af9,Specialization
6948,970.0,5c9e4b8f34cda4f3677e362f,Specialization
6949,970.0,5c9e49df34cda4f3677e3365,Specialization
6950,971.0,5c9e4e9534cda4f3677e3b17,Internationality
6951,971.0,5c9e7c2734cda4f3677e690f,Specialization
6952,971.0,5c9e7d7134cda4f3677e6b33,Practical relevance / professionalization
6953,971.0,5c9e410534cda4f3677e24e9,Internationality
6954,971.0,5c9e5dbd34cda4f3677e46e7,Internationality
6955,971.0,5c9e636734cda4f3677e5027,Internationality
6956,971.0,5c9e61c234cda4f3677e4d7b,Specialization
6957,971.0,5c9e49df34cda4f3677e3365,Internationality
6958,971.0,5c9e4dae34cda4f3677e3997,Soft skills and digital literacy
6959,971.0,5c9e635334cda4f3677e5005,Academic excellence
6960,971.0,5c9e8f7734cda4f3677e795b,Academic excellence
6961,972.0,5c9e7d6634cda4f3677e6b23,Internationality
6962,972.0,5e8c6df1dc39552aa1e7bdf3,Specialization
6963,972.0,5c9e645734cda4f3677e51ab,Specialization
6964,972.0,5c9e63c734cda4f3677e50c3,Internationality
6965,972.0,5c9e60b534cda4f3677e4bbf,Academic excellence
6966,972.0,5c9e67b134cda4f3677e56a3,Academic excellence
6967,972.0,5c9e35b234cda4f3677e126b,Internationality
6968,972.0,5c9e7d7134cda4f3677e6b33,Specialization
6969,972.0,5c9e5a3234cda4f3677e4111,Internationality
6970,972.0,5c9e3e0234cda4f3677e2009,Practical relevance / professionalization
6971,972.0,5c9e410534cda4f3677e24e9,Specialization
6972,972.0,5c9e3aee34cda4f3677e1afd,Specialization
6973,973.0,5c9e4dfb34cda4f3677e3a15,Soft skills and digital literacy
6974,973.0,5c9e645734cda4f3677e51ab,Specialization
6975,973.0,5c9e38ed34cda4f3677e17bb,Soft skills and digital literacy
6976,973.0,5e8c6ef9dc39552aa1e7bdfc,Soft skills and digital literacy
6977,973.0,5c9e638a34cda4f3677e505d,Practical relevance / professionalization
6978,973.0,5c9e641a34cda4f3677e5149,Practical relevance / professionalization
6979,973.0,5c9e644f34cda4f3677e519d,Practical relevance / professionalization
6980,973.0,5c9e66b034cda4f3677e54f5,Practical relevance / professionalization
6981,973.0,5c9e60d234cda4f3677e4bf1,Practical relevance / professionalization
6982,973.0,5c9e473634cda4f3677e2f0b,Internationality
6983,973.0,5c9e34a834cda4f3677e10bd,Internationality
6984,977.0,5c9e70bd34cda4f3677e621f,Soft skills and digital literacy
6985,977.0,5c9e5b5e34cda4f3677e42fb,Soft skills and digital literacy
6986,977.0,5e8c6df1dc39552aa1e7bdf3,Soft skills and digital literacy
6987,977.0,5c9e645734cda4f3677e51ab,Internationality
6988,977.0,5c9e6be834cda4f3677e5d83,Specialization
6989,977.0,5c9e5c6c34cda4f3677e44b7,Specialization
6990,977.0,5c9e38ed34cda4f3677e17bb,Specialization
6991,977.0,5c9e4e9534cda4f3677e3b17,Internationality
6992,977.0,5e8c6ef9dc39552aa1e7bdfc,Specialization
6993,977.0,5e8c879823d6684db014ea30,Specialization
6994,977.0,5c9e3fc034cda4f3677e22e3,Specialization
6995,977.0,5c9e398d34cda4f3677e18c1,Specialization
6996,977.0,5c9e4b9334cda4f3677e3635,Specialization
6997,977.0,5c9e7dd034cda4f3677e6bcd,Specialization
6998,977.0,5c9e718634cda4f3677e6369,Internationality
6999,978.0,5c9e63ae34cda4f3677e5099,Practical relevance / professionalization
7000,978.0,5c9e5a3234cda4f3677e4111,Internationality
7001,978.0,5c9e515e34cda4f3677e3fa7,Academic excellence
7002,978.0,5c9e473634cda4f3677e2f0b,Internationality
7003,978.0,5c9e7db234cda4f3677e6b9b,Academic excellence
7004,978.0,5c9e638234cda4f3677e5051,Specialization
7005,978.0,5c9e882334cda4f3677e6f4b,Soft skills and digital literacy
7006,978.0,5c9e636d34cda4f3677e502f,Specialization
7007,978.0,5c9e623434cda4f3677e4e37,Academic excellence
7008,978.0,5c9e61e534cda4f3677e4db3,Specialization
7009,979.0,5c9e636634cda4f3677e5025,Soft skills and digital literacy
7010,979.0,5c9e6be834cda4f3677e5d83,Internationality
7011,979.0,5c9e7d8334cda4f3677e6b4f,Specialization
7012,979.0,5c9e7dd034cda4f3677e6bcd,Practical relevance / professionalization
7013,979.0,5c9e471734cda4f3677e2ed7,Academic excellence
7014,979.0,5c9e7cb934cda4f3677e69ff,Soft skills and digital literacy
7015,979.0,5c9e4d6a34cda4f3677e3927,Internationality
7016,979.0,5c9e63ee34cda4f3677e5101,Specialization
7017,979.0,5c9e638234cda4f3677e5051,Practical relevance / professionalization
7018,979.0,5c9e5cf434cda4f3677e4593,Academic excellence
7019,979.0,5c9e7d6934cda4f3677e6b27,Academic excellence
7020,980.0,5c9e4dfb34cda4f3677e3a15,Specialization
7021,980.0,5c9e5d6334cda4f3677e464d,Specialization
7022,980.0,5c9e7d6034cda4f3677e6b19,Specialization
7023,980.0,5c9e677634cda4f3677e5643,Internationality
7024,980.0,5c9e41e234cda4f3677e264d,Soft skills and digital literacy
7025,980.0,5c9e6be834cda4f3677e5d83,Specialization
7026,980.0,5c9e5c6c34cda4f3677e44b7,Internationality
7027,980.0,5c9e3ad634cda4f3677e1ad7,Internationality
7028,980.0,5c9e371334cda4f3677e14a9,Internationality
7029,980.0,5c9e4b8634cda4f3677e3621,Internationality
7030,980.0,5c9e5bfe34cda4f3677e4403,Internationality
7031,980.0,5c9e8df534cda4f3677e76e9,Specialization
7032,980.0,5c9e61e534cda4f3677e4db3,Practical relevance / professionalization
7033,981.0,5e8c6df1dc39552aa1e7bdf3,Internationality
7034,981.0,5c9e7ea034cda4f3677e6d1b,Specialization
7035,981.0,5c9e67ca34cda4f3677e56cd,Practical relevance / professionalization
7036,981.0,5c9e7c4034cda4f3677e6937,Internationality
7037,981.0,5c9e3ffb34cda4f3677e233b,Practical relevance / professionalization
7038,981.0,5c9e644f34cda4f3677e519d,Internationality
7039,981.0,5c9e66b034cda4f3677e54f5,Internationality
7040,981.0,5c9e34f634cda4f3677e113b,Academic excellence
7041,981.0,5c9e678834cda4f3677e565f,Specialization
7042,981.0,5c9e67de34cda4f3677e56ed,Internationality
7043,981.0,5c9e65e134cda4f3677e539d,Specialization
7044,981.0,5c9e3aee34cda4f3677e1afd,Practical relevance / professionalization
7045,981.0,5c9e3a5934cda4f3677e1a09,Internationality
7046,981.0,5c9e361e34cda4f3677e131d,Practical relevance / professionalization
7047,981.0,5c9e636b34cda4f3677e502d,Internationality
7048,982.0,5c9e7a6834cda4f3677e662b,Specialization
7049,982.0,5c9e3bc934cda4f3677e1c63,Specialization
7050,982.0,5c9e4c2834cda4f3677e372d,Internationality
7051,982.0,5c9e49f334cda4f3677e3385,Internationality
7052,982.0,5c9e5a4734cda4f3677e4135,Internationality
7053,982.0,5e84b8a01ead1a77be3bd3a8,Internationality
7054,982.0,5c9e471734cda4f3677e2ed7,Internationality
7055,982.0,5c9e641a34cda4f3677e5149,Internationality
7056,982.0,5c9e7e9e34cda4f3677e6d17,Internationality
7057,982.0,5c9e519734cda4f3677e4003,Internationality
7058,983.0,5c9e5d6334cda4f3677e464d,Practical relevance / professionalization
7059,983.0,5c9e7d6034cda4f3677e6b19,Practical relevance / professionalization
7060,983.0,5c9e7d4d34cda4f3677e6af9,Academic excellence
7061,983.0,5c9e611234cda4f3677e4c59,Soft skills and digital literacy
7062,983.0,5c9e4e9534cda4f3677e3b17,Academic excellence
7063,983.0,5c9e7dd034cda4f3677e6bcb,Practical relevance / professionalization
7064,983.0,5c9e7cb934cda4f3677e69ff,Practical relevance / professionalization
7065,983.0,5c9e410534cda4f3677e24e9,Specialization
7066,983.0,5c9e5dbd34cda4f3677e46e7,Academic excellence
7067,983.0,5c9e61c234cda4f3677e4d7b,Academic excellence
7068,986.0,5c9e5dbd34cda4f3677e46e7,Soft skills and digital literacy
7069,986.0,5c9e636734cda4f3677e5027,Soft skills and digital literacy
7070,986.0,5c9e5cf434cda4f3677e4593,Soft skills and digital literacy
7071,986.0,5c9e7d6934cda4f3677e6b27,Soft skills and digital literacy
7072,986.0,5c9e61c234cda4f3677e4d7b,Soft skills and digital literacy
7073,986.0,5c9e3ceb34cda4f3677e1e3d,Soft skills and digital literacy
7074,986.0,5c9e3aee34cda4f3677e1afd,Soft skills and digital literacy
7075,986.0,5c9e361e34cda4f3677e131d,Soft skills and digital literacy
7076,986.0,5c9e49df34cda4f3677e3365,Soft skills and digital literacy
7077,986.0,5c9e5c9634cda4f3677e44fb,Soft skills and digital literacy
7078,986.0,5c9e61ba34cda4f3677e4d6d,Soft skills and digital literacy
7079,987.0,5c9e5d6334cda4f3677e464d,Soft skills and digital literacy
7080,987.0,5c9e636634cda4f3677e5025,Soft skills and digital literacy
7081,987.0,5c9e7d6034cda4f3677e6b19,Soft skills and digital literacy
7082,987.0,5c9e645734cda4f3677e51ab,Soft skills and digital literacy
7083,987.0,5c9e6be834cda4f3677e5d83,Internationality
7084,987.0,5c9e63c734cda4f3677e50c3,Specialization
7085,987.0,5c9e7d8334cda4f3677e6b4f,Internationality
7086,987.0,5c9e60cb34cda4f3677e4be3,Internationality
7087,987.0,5c9e4dfa34cda4f3677e3a13,Internationality
7088,989.0,5e8c8b0f23d6684db014ea37,Specialization
7089,990.0,5c9e5c6c34cda4f3677e44b7,Soft skills and digital literacy
7090,990.0,5c9e498a34cda4f3677e32d9,Internationality
7091,990.0,5c9e498a34cda4f3677e32d9,Internationality
7092,990.0,5c9e60b534cda4f3677e4bbf,Soft skills and digital literacy
7093,990.0,5c9e67b134cda4f3677e56a3,Soft skills and digital literacy
7094,990.0,5c9e5dbd34cda4f3677e46e7,Soft skills and digital literacy
7095,990.0,5c9e7d7a34cda4f3677e6b41,Soft skills and digital literacy
7096,990.0,5c9e61c234cda4f3677e4d7b,Soft skills and digital literacy
7097,990.0,5c9e3a5934cda4f3677e1a09,Soft skills and digital literacy
7098,990.0,5c9e39fd34cda4f3677e1971,Soft skills and digital literacy
7099,990.0,5c9e361e34cda4f3677e131d,Soft skills and digital literacy
7100,990.0,5c9e42ad34cda4f3677e279b,Soft skills and digital literacy
7101,992.0,5c9e677634cda4f3677e5643,Specialization
7102,992.0,5c9e60cb34cda4f3677e4be3,Specialization
7103,992.0,5c9e49f334cda4f3677e3385,Internationality
7104,992.0,5c9e4e9534cda4f3677e3b17,Specialization
7105,992.0,5c9e8aa234cda4f3677e7365,Soft skills and digital literacy
